District,Code,State,FIRST,SECOND,THIRD,FOURTH,FIFTH,SIXTH,SEVENTH,EIGHTH,NINTH,TENTH,2003 Invasion of Iraq,Abortion,Abortion-rights movement,Affirmative action,Agricultural subsidies,Aid,Alternative energy,Anti-abortion movements,Basic income,Body worn video,Campaign finance,Campus sexual assault,Capital gains tax,Capital punishment,Charter schools,Chelsea Manning,Climate change,Common core,Confederate states,Corporate tax,DACA,Dakota Access pipeline,Dream act,Drug policy,Drug testing welfare recipients,Economic stimulus,Edward Snowden,Electoral college,Electoral fraud,Electronic Classroom of Tomorrow,Eminent domain,Equal pay for equal work,Estate tax in the United States,Euthanasia,Executive Order 13769,Federal reserve system,First amendment,Flag desecration,Flags of the confederate states,Free trade,Freedom of religion,Gender identity,Gender workplace diversity,Genetically modified organism,Gerrymandering,Global warming,Government spending,Gun control,Health care,Hydraulic fracturing,Immigration,Immigration to the United States,Income tax,Iraq War,ISIS,Islam,Israel boycott,Joint Comprehensive Plan of Action (Iran Deal),Labor Unions in the United States,Legal history of cannabis in the United States,Legality of cannabis,LGBT adoption rights,LGBT rights,Lobbying,Lockheed Martin F-35,Maternity leave in the United States,Medicaid,Medicare,Mental health,Mexico-United States barrier,Military budget,Military service,Minimum wage,NAFTA,National Debt of the United States,National security,National Security Agency,NATO,Net neutrality,No fly list,North Korea and weapons of mass destruction,Nuclear power,Obamacare,Offshore bank,Offshore drilling,Overtime pay,Paris Agreement,Patriot act,Pensions,Planned Parenthood,Political corruption,Prescription costs,PRISM,Prison overcrowding,Private Prisons,Property taxes,Public transportation,Right to work,Russian interference in the 2016 United States elections,Russian military action in Syria,Safe spaces,Same-sex marriage,Sanctuary cities,September 11 attacks,Sick leave,Single-payer healthcare,Social programs in the United States,Social security,Solitary confinement,Space exploration,Student loans in the United States,Syrian civil war,Tariff,Tax Cuts and Jobs Act of 2017,Term limits in the United States,Terrorism,Torture,TPP,Transgender people in the military,U.S. national anthem protests,United Nations,Vaccine controversies,Voter turnout,Voting age,War in Afghanistan,Welfare,Whistleblower,Women in combat,Women's health
Delaware At-Large,DE-AL,DE,Health care,Mental health,Medicare,Pensions,Property taxes,Social security,Immigration,Climate change,Charter schools,Abortion,1.3121,9.9943,0.3187,0.8228,0.2384,0.4575,0.1604,0.4742,0,0.1513,0.24,0.0778,0.6413,6.2958,11.6653,0.1621,11.843,7.4673,0.874,0.4196,0.5589,0,0.1601,0.1561,0,0,1.966,4.8618,0.1565,0,0.41,0.2341,0.1643,1.3129,1.5619,4.4248,1.5942,0.0768,0.1542,0.3924,0.3147,0.772,0,3.0812,0.4715,8.6025,0.3135,1.2457,48.1566,4.7313,12.3161,0.5401,4.2862,0.152,2.1038,7.2354,0.1573,0,0,0,2.3064,0,0.1509,0.7818,0.6126,0,9.0801,21.0704,27.0131,0,0.7027,0.2314,9.0411,2.1799,3.2173,0.3903,0.9881,1.9729,0.3047,0.0786,0.0762,6.6522,4.6116,0.0752,0,1.7822,0.3069,0.4015,14.8915,6.0444,0.0778,0,0,0.2286,0,14.7042,2.0811,0.0758,0,0,0.2292,2.3105,0.0791,5.999,1.6844,0,0.156,14.4778,0.0767,1.3626,0.154,0.3875,7.7649,0,0.0781,5.3558,1.6857,0.3013,0,0,8.6207,0.1546,1.5458,0,0.152,0.4566,0.6093,0,3.7518
Florida 1st,FL-01,FL,Health care,Medicaid,Medicare,Islam,Abortion,Mental health,Social security,Minimum wage,Immigration,September 11 attacks,0.2509,10.175,0.2539,0.2649,0,3.5456,0,0.7525,0,0.2571,0.259,0,0.7769,3.9868,0.2609,0,2.9518,2.1375,4.1237,0.2681,0.2581,0,0,0.2461,0,0,1.0493,2.2232,0,0,0,0.2503,0.532,0.7511,0,3.5336,2.4582,0,1.0119,0,0.2491,0.753,0,1.2523,0.7591,3.2669,0.2535,1.765,19.3168,0.4919,7.8328,0.2495,5.2054,0.7368,1.5177,12.117,0,0,0.2481,0,2.4864,0,0,6.4395,1.4871,0,14.0958,13.3031,9.7501,0,0,0.7481,8.6082,0.5039,1.0577,0.4982,0.7403,0.2461,0.2463,0,0,5.9435,2.2131,0,0,0.5026,0,0,1.7347,1.4917,0.2519,0,0,0,0,4.6989,1.7533,0,0,0,0,1.2491,0.5128,6.8937,0,0,0.7587,9.6541,1.0078,0.2462,0.4991,0,0.9798,0,0,3.6924,2.0076,0,0,0,4.9069,0,0.2477,0.7417,0,2.7054,0.2468,0.2491,1.7686
Florida 2nd,FL-02,FL,Mental health,Social security,Abortion,Medicare,Health care,Income tax,Medicaid,Charter schools,September 11 attacks,Confederate states,1.8071,9.1139,0,0,0,1.7167,0,0,0,0,0,0,0,3.4356,5.4422,0,3.4258,0,3.5794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,0,0,0,0,1.7407,0,1.7505,0,0,6.9057,0,0,0,6.8775,0,1.7347,1.7162,0,0,0,0,1.7118,0,0,0,0,0,6.8775,8.5816,17.3886,0,0,1.7356,0,0,1.7392,0,0,0,0,0,0,1.7166,1.7036,0,1.8174,1.7506,0,0,0,0,0,0,0,0,0,1.7461,0,0,0,0,0,0,1.7823,5.1331,0,0,0,10.3474,0,0,0,0,0,0,0,3.4385,0,0,0,0,3.4281,0,0,0,0,0,0,0,1.762
Florida 3rd,FL-03,FL,Health care,Medicare,Medicaid,Mental health,Immigration,Social security,Abortion,Property taxes,Minimum wage,Islam,0.5418,11.4102,0.2297,0.9053,0.0869,1.6924,0,0.3481,0.0595,0.1385,0.525,0.057,0.3766,4.3764,2.0992,0.0891,6.0705,1.4604,2.0602,0.4871,0.5525,0,0.1162,0.6152,0.0573,0.0278,0.4414,1.9892,0.6897,0,0.1506,0.7115,0.1496,0.7914,0.0572,3.3583,3.1514,0.0283,1.1156,0.1734,0.114,0.4512,0,5.7979,1.6686,3.325,0.8328,0.795,36.1354,0.6134,18.9427,3.4281,6.8467,0.111,2.4619,7.1254,0.0574,0.0286,0,0,2.619,0,0.0275,0.8959,0.642,0,21.8639,27.0703,19.9707,0,0.3678,2.4187,7.5517,1.2537,0.5563,0.9426,1.0878,2.1493,0.8381,0,0,2.4584,5.1303,0,0.0885,0.4546,0.3327,0.2349,3.5383,4.2174,0.0852,0.0284,0,0,0.1977,7.9688,1.3559,0.0277,0,0.084,0,2.0888,0.0564,4.8787,0.394,0,0.342,12.3737,0.0855,0.0833,0.1961,0.0567,4.1147,0,0.0857,4.0608,2.7278,0.0826,0,0,6.0657,0.0565,0.5587,0.0558,0.2241,0.3896,0.8241,0,3.5057
Florida 4th,FL-04,FL,Health care,Medicare,Medicaid,Mental health,Immigration,Social security,Abortion,Property taxes,September 11 attacks,Charter schools,0.0995,10.8091,0.4204,1.2159,0.0254,1.8191,0.0773,0.6869,0.0383,0.1615,0.3701,0.075,1.0893,3.5098,8.3101,0.1292,3.8101,2.2886,2.601,1.1416,0.7127,0.0121,0.0895,0.0737,0,0.0127,0.4802,1.8263,0.2137,0.0384,0.2108,0.187,0.4076,1.0052,0.2009,3.8467,3.339,0.1357,1.0084,0.1515,0.7428,0.21,0,1.1627,0.5902,2.6481,0.8896,0.772,30.0987,0.5001,14.0955,0.7267,6.6249,0.389,1.4385,6.7194,0.0251,0.0747,0.0369,0.0244,1.7351,0.025,0.0603,1.3835,2.2401,0,21.0035,25.4146,14.9065,0.0865,0.2487,1.2122,7.0631,0.498,1.0726,0.3741,1.4848,1.6843,0.4879,0,0,1.9015,4.0854,0.0481,0.1795,1.1967,0.2309,0.46,4.9052,3.1781,0.2837,0.0865,0.0121,0.0365,0.2349,9.4822,1.2996,0.11,0,0.0123,0.0977,1.186,0.3419,9.1501,0.7669,0,0.8369,12.5737,0.1614,0.3891,0.2953,0.3147,2.9753,0,0.1373,3.5947,1.7341,0.2667,0,0,4.8238,0.1727,0.5757,0.2273,0.0853,0.4268,0.393,0,1.5396
Florida 5th,FL-05,FL,Health care,Medicare,Medicaid,Mental health,Immigration,Social security,Abortion,Property taxes,September 11 attacks,Charter schools,0.0995,10.8091,0.4204,1.2159,0.0254,1.8191,0.0773,0.6869,0.0383,0.1615,0.3701,0.075,1.0893,3.5098,8.3101,0.1292,3.8101,2.2886,2.601,1.1416,0.7127,0.0121,0.0895,0.0737,0,0.0127,0.4802,1.8263,0.2137,0.0384,0.2108,0.187,0.4076,1.0052,0.2009,3.8467,3.339,0.1357,1.0084,0.1515,0.7428,0.21,0,1.1627,0.5902,2.6481,0.8896,0.772,30.0987,0.5001,14.0955,0.7267,6.6249,0.389,1.4385,6.7194,0.0251,0.0747,0.0369,0.0244,1.7351,0.025,0.0603,1.3835,2.2401,0,21.0035,25.4146,14.9065,0.0865,0.2487,1.2122,7.0631,0.498,1.0726,0.3741,1.4848,1.6843,0.4879,0,0,1.9015,4.0854,0.0481,0.1795,1.1967,0.2309,0.46,4.9052,3.1781,0.2837,0.0865,0.0121,0.0365,0.2349,9.4822,1.2996,0.11,0,0.0123,0.0977,1.186,0.3419,9.1501,0.7669,0,0.8369,12.5737,0.1614,0.3891,0.2953,0.3147,2.9753,0,0.1373,3.5947,1.7341,0.2667,0,0,4.8238,0.1727,0.5757,0.2273,0.0853,0.4268,0.393,0,1.5396
Florida 6th,FL-06,FL,Health care,Medicare,Medicaid,Social security,Mental health,Immigration,Abortion,Property taxes,Minimum wage,Obamacare,0.5617,8.5491,0.0299,1.061,0.0603,1.1072,0.1067,0.8724,0,0.6161,0.7556,0,0.8568,3.3872,2.0565,0.0309,5.2219,1.5265,2.2936,1.725,0.5031,0,0,0.1922,0.0596,0,0.4576,1.1036,0.2058,0,0.7846,0.1847,0.3526,1.2045,0.0744,3.5966,1.938,0,1.2099,0.2942,0.4501,0.0731,0,1.3107,0.6547,4.7642,0.5633,0.9495,44.9226,0.116,10.8163,0.5607,6.0407,0.6095,1.7292,5.6358,0,0,0.1061,0,2.5493,0.0726,0.3554,2.2572,2.2192,0,18.7243,36.6264,14.5098,0,0.21,0.5781,6.5063,1.0318,0.6302,0.4764,1.2954,1.7073,0.2795,0,0,4.2739,6.0456,0.0713,0.345,0.9705,0.6607,0.3137,4.5995,2.4579,0.0889,0.8188,0,0,0,8.2641,1.485,0.105,0,0,0.1011,1.2354,0.1052,5.8862,0.5089,0,0.5614,18.055,0.1538,1.1334,0.2855,0.2438,4.6093,0,0,3.8598,4.5486,0.2803,0,0.0294,5.2089,0.0295,0.4541,0.1822,0.188,0.5993,0.6167,0.0771,1.8027
Florida 7th,FL-07,FL,Health care,Immigration,Mental health,Medicare,Medicaid,Islam,Abortion,Social security,Minimum wage,September 11 attacks,0.181,9.0999,0.3828,0.5768,0,1.5013,0.0625,0.7207,0.0937,0.2082,0.3704,0.0151,0.865,2.8014,4.6681,0.1718,5.0349,1.6743,2.7031,0.6323,0.8817,0,0.1394,0.0296,0.0302,0,0.3676,2.3177,0.1817,0.0459,0.4486,0.2861,0.3359,0.6025,0.1217,4.0248,2.1163,0.1495,1.213,0.1682,0.6297,0.1958,0,1.6283,1.0867,3.1794,0.4875,1.1077,22.6248,0.3875,18.1733,1.3967,4.9499,0.3707,1.7978,11.1615,0.0307,0.0305,0.0897,0,2.117,0.0448,0.0735,1.7756,1.6109,0,11.6313,12.3195,12.7802,0.06,0.1817,0.7533,7.6515,1.4718,1.2792,0.2278,1.3351,0.9523,0.4163,0,0,3.5169,2.8857,0.0448,0.063,0.9881,0.4,0.3436,3.0579,3.2277,0.3784,0.0602,0.0148,0.0147,0.0902,4.9236,1.2207,0.3117,0,0,0.0891,1.2368,0.3373,6.1856,0.4374,0,0.6696,7.9405,0.1058,0.2961,0.15,0.227,1.8043,0,0.1672,3.1169,1.7994,0.103,0,0.0151,5.1644,0.0453,0.8359,0.1662,0.1781,0.624,0.4326,0.015,1.9815
Florida 8th,FL-08,FL,Health care,Medicare,Medicaid,Immigration,Mental health,Abortion,Social security,Minimum wage,Obamacare,Planned Parenthood,0.2252,12.4203,0.4316,0.4555,0,0.8757,0,0.2132,0.2112,0,0.4402,0,0.8834,2.9495,4.2066,0,1.6746,3.1206,2.8725,1.6059,1.5312,0,0,0,0,0,0.2266,3.3527,0.2155,0,0.2263,0,0,0.4251,0,2.5632,0.6269,0,1.7124,0.4311,0.4333,0.6357,0,1.4867,1.0792,3.405,0.4321,1.0706,31.7662,0.6266,15.802,1.2714,5.8921,0.4185,0.6447,6.0832,0,0.2153,0,0,1.2777,0,0,1.0854,0.4207,0,17.8564,21.555,14.1673,0,0.8517,0.6362,7.7413,0.6397,1.5672,0.2143,1.0452,1.2606,0.4199,0,0,1.6828,6.2598,0.2241,0.6663,1.283,0.4164,0.6633,4.2341,6.1124,0,0,0,0.2089,0.2127,6.0794,0.6358,0,0,0,0.2092,0.2118,1.0787,4.1817,0.4126,0,1.7138,9.6694,0.2111,0.2091,0.2121,0,2.288,0,0.2153,4.8063,1.4792,0.622,0,0,5.2014,0,0.6312,0.4199,0,0.6283,0.2237,0,1.7173
Florida 9th,FL-09,FL,Health care,Medicare,Medicaid,Social security,Immigration,Abortion,Mental health,Minimum wage,Property taxes,Income tax,0.2075,12.2103,0.5041,0.6328,0,0.905,0,0.2965,0.1056,0.0927,0.5117,0,1.0383,2.5061,4.0692,0.1987,1.8631,1.9652,2.4159,1.626,1.3521,0,0,0,0,0.0921,0.2142,2.051,0.1077,0,0.3148,0.1894,0.5031,0.4977,0.0961,4.3146,1.3368,0,1.3351,0.3116,0.2167,0.3178,0,1.1225,0.8277,2.6551,0.216,0.5353,34.7232,0.5927,12.2639,0.6357,6.2277,0.3953,0.7055,5.1031,0,0.1077,0,0,1.4983,0,0.0961,1.1292,1.0541,0,21.8452,25.8679,12.1505,0,0.4259,0.7916,7.79,0.7969,1.1843,0.5842,1.6412,1.4741,0.3963,0.0962,0,2.3402,5.2675,0.1121,0.526,0.9274,0.3938,0.4302,4.5567,4.9337,0,0,0,0.1045,0.1064,7.3419,0.7903,0.186,0,0,0.1046,0.391,0.6364,5.1732,0.3012,0,1.3348,15.7056,0.1997,0.1046,0.106,0.1902,2.4456,0,0.2982,3.4216,2.1545,0.4035,0,0,4.5477,0.3796,0.4093,0.21,0,0.6866,0.3922,0,1.434
Florida 10th,FL-10,FL,Health care,Immigration,Medicaid,Mental health,Medicare,Social security,Charter schools,Abortion,September 11 attacks,Obamacare,0.9521,8.858,0,1.006,0,0,0,0.9523,1.9963,0.93,0,0,0,1.8743,8.8637,0,4.6733,2.0116,1.9823,1.0171,2.9365,0,0,0,0,0,0,2.8344,0,0,0,0.9506,0,0,0.9637,2.8762,3.728,0,1.9193,0,0.9672,0,0,0.9274,0.9639,2.8628,0.9608,0.956,32.8999,0,21.4054,0,3.7589,0,0.9602,7.5001,0,0,0.9418,0,0,0,0,1.9583,1.8789,0,19.7041,13.0659,19.0142,0,1.902,0,4.6859,1.9117,1.0214,0,1.8664,0.9338,0,0,0,0.9362,8.3842,0,0,1.9095,0.9299,0,1.905,1.872,0,0,0,0,0,2.7995,0.9468,0,0,0,0,0.9462,0,8.4111,0.9507,0,0,11.2756,0,0,0,0,3.7167,0,0,2.7956,0.9395,0,0,0,5.5703,0,0.9397,0,0,0,0,0,5.7657
Florida 11th,FL-11,FL,Health care,Medicare,Medicaid,Social security,Mental health,Abortion,Immigration,September 11 attacks,Minimum wage,Property taxes,0.1444,13.1015,0.7315,0,0,1.7071,0,0.5782,0,0.4233,0,0.145,0.6056,2.435,1.6531,0,3.2653,1.9667,2.5471,0.1545,0.4457,0,0,0,0,0,0.3071,1.2817,0,0,0.4605,0,0.1531,2.0157,0,2.1808,1.8404,0,1.3033,0.1461,0.2935,0.1438,0,1.7281,1.0242,2.3172,0.4384,1.1576,42.7352,0.7092,10.2882,0.7181,3.8458,0.1411,1.0176,6.5325,0,0,0,0,2.2791,0,0,2.0648,1.281,0,21.3127,39.881,14.4176,0,0.1444,1.2934,8.6244,0.8687,2.1576,0.435,1.5589,1.7034,0.4254,0,0,2.5668,4.9297,0,0.1502,1.012,0.1408,0.1495,3.875,2.9943,0.1447,0.1446,0,0,0,8.2661,1.3011,0.1412,0,0,0,0.2867,0.2945,9.3478,0.4322,0,0.4359,18.6361,0,0.4222,0.1434,0.4329,2.821,0,0.1456,3.8045,2.4254,0,0,0,4.0801,0.1394,0.1423,0.1637,0,0,1.7198,0,0.5818
Florida 12th,FL-12,FL,Health care,Medicare,Medicaid,Social security,Mental health,Immigration,Minimum wage,Abortion,September 11 attacks,Property taxes,0.3273,8.4388,0.2755,1.5891,0.0926,2.0756,0,0.2857,0.0952,0.4925,0.2812,0.0911,0.5236,2.9356,3.0675,0.3331,3.9151,2.663,2.5956,0.6849,0.3697,0.4416,0,0.0913,0,0,0.7729,1.5193,0.4134,0,0.2892,0.0905,0,1.6322,0.0919,3.4681,1.2893,0.0899,1.3227,0.2756,0,0.1808,0,1.2244,0.643,2.7216,0.7333,2.1,37.618,0.2673,10.4581,0.5875,4.8481,0.7702,2.0158,4.4302,0,0.2295,0,0,2.7995,0,0,1.6748,0.7621,0,22.4872,28.6913,14.0086,0,0.0908,2.5821,9.044,0.3649,1.3256,0,1.204,0.7139,0.448,0,0,1.4334,4.1784,0,0.1892,0.9566,0.0886,0.33,4.4915,3.3237,0,0,0,0,0.3173,6.8289,1.6284,0.0888,0,0,0,0.4965,0.1801,6.8715,0.4534,0,0.9615,19.6831,0,0.4893,0,0.6074,3.7328,0,0.2257,4.4375,2.9695,0,0,0,4.8329,0,0.3139,0.6265,0,0.2676,0.447,0.2255,1.4646
Florida 13th,FL-13,FL,Health care,Medicare,Medicaid,Mental health,Social security,Immigration,Abortion,Property taxes,Minimum wage,Income tax,0.0574,10.8951,0.7303,0.8205,0.0207,1.4427,0.021,0.6581,0.603,0.3375,0.5791,0.0365,1.2233,3.1782,1.8522,0.0848,5.3248,1.1499,2.4376,1.225,1.0261,0.0197,0.1799,0.1152,0.0734,0.0949,0.4986,3.323,0.5282,0,0.3592,0.138,0.206,1.0524,0.1924,4.1868,1.628,0.0359,0.9538,0.3817,0.3241,0.2549,0,1.6084,0.9053,3.0164,0.5434,1.1644,35.6094,0.7197,12.3422,0.2896,7.0377,0.5127,1.5557,4.8293,0.0574,0.0567,0,0,2.5595,0.021,0.0706,1.611,1.1777,0,20.3308,34.3927,15.9251,0.1532,0.1382,0.6889,8.0666,0.8991,1.1961,0.2685,1.5505,1.2713,0.9585,0.0205,0,3.2934,4.5296,0.0746,0.7617,1.4934,0.2576,0.6256,4.8904,3.1224,0.3326,0.0203,0,0.0712,0.0768,9.5156,1.6954,0.1307,0,0.0759,0.0799,1.3991,0.3696,5.9536,0.8651,0,0.957,14.9575,0.0963,0.3251,0.2442,0.1357,3.145,0,0.0809,2.8835,1.7998,0.2683,0,0.0361,5.4624,0.1779,0.4562,0.3493,0.0954,0.2625,0.346,0,1.3586
Florida 14th,FL-14,FL,Health care,Mental health,Medicare,Immigration,Abortion,Medicaid,Minimum wage,Social security,United Nations,Islam,0.5155,17.3675,0.1541,0.7953,0.0911,2.1871,0.052,0.8134,0.2877,0.1251,0.199,0.098,0.8436,4.9156,3.2737,0.0308,5.5213,0.5958,1.7941,1.03,0.7605,0.0082,0.0389,0.1124,0.0085,0.1125,0.2262,2.9579,0.0545,0,0.5839,0.0547,0.2574,0.9194,0.1436,3.2392,1.279,0.0208,0.8425,0.6503,0.5591,0.1085,0,2.4057,1.1563,4.5531,0.5249,0.5264,42.3783,0.3599,17.6563,0.3813,4.5622,0.7294,1.3217,7.7602,0.0861,0.0212,0.0249,0,2.0086,0.0127,0.0285,1.7217,0.4475,0,13.7181,20.8053,20.8064,0.1262,0.0924,1.3246,13.4768,0.4867,0.6133,0.2412,1.2101,1.1762,2.3039,0.0085,0,2.3478,4.169,0.0247,0.2527,1.3581,0.0901,0.4155,2.8861,5.48,0.0419,0.4548,0.0164,0.0041,0.046,5.8355,2.0065,0.1039,0.0042,0.029,0.1327,1.0547,0.1189,5.947,0.7985,0,0.3386,11.1683,0.0374,0.3309,0.1552,0.5011,2.1103,0,0.2075,4.9348,2.8217,1.0795,0,0.0041,7.8512,0.7493,1.3632,0.1682,0.1372,0.2686,0.6208,0.0166,3.3298
Florida 15th,FL-15,FL,Health care,Medicare,Medicaid,Mental health,Immigration,Abortion,Social security,Islam,Property taxes,Minimum wage,0.0873,11.3639,0.4611,0.6488,0,1.3053,0.0904,0.7236,0.1832,0.3464,0.3609,0,0.3613,3.5506,4.3496,0.2743,4.7136,1.638,2.4399,1.3115,1.966,0,0.0903,0,0.0871,0,0.6441,2.324,0.2648,0,0.5542,0.2615,0.4607,1.2198,0.3495,3.6833,1.282,0.1755,1.2288,0.3556,0.0887,0.5212,0,1.6515,0.707,2.0971,0.1763,0.2596,31.7799,0.686,13.6197,0.6943,4.4841,0.258,1.4051,9.9569,0,0.176,0.1724,0,2.8085,0,0,1.609,1.4616,0,18.8864,22.7366,14.0911,0.0867,0.087,0.6069,8.0309,0.3472,1.0112,0.2618,0.7697,0.9445,0.6861,0.0882,0.0856,2.2412,5.2919,0,0,1.399,0.1702,0.5345,4.2538,4.3069,0.3481,0,0.1707,0,0.1739,8.2242,1.0418,0.3438,0,0,0.3422,1.0409,0.4279,6.5051,0.3483,0,0.5258,11.005,0,0,0.8641,0.0872,2.2979,0,0.088,4.0794,2.1508,0.2542,0,0,5.4422,0.2597,0.4293,0,0.0855,0.1713,0.5999,0,3.8625
Florida 16th,FL-16,FL,Medicare,Health care,Medicaid,Immigration,Social security,Mental health,Abortion,Property taxes,Minimum wage,United Nations,0.2214,9.6931,0.4546,0.9354,0,2.3309,0.2292,0.4579,0,0.2162,0.3431,0,0.8068,2.7472,7.3456,0.5743,4.3442,2.3216,3.0971,0.7098,0.6833,0,0,0,0,0,0.6977,1.8646,0.331,0,0.3528,0.1104,0.2347,0.4416,0.2197,4.5642,2.0611,0,1.4465,0,0.1126,0.1103,0,1.2162,0.3367,2.997,0.447,1.0018,25.3568,0.328,11.6682,0.6612,7.0019,0.5421,2.2301,5.7743,0,0,0,0,1.6496,0,0,1.9324,0.9846,0,16.9172,25.529,11.2082,0.1103,0.1105,0.5508,7.5942,0.556,1.5379,0.2228,0.5418,1.5243,0.435,0,0,2.1883,3.4651,0,0.2247,1.2213,0.3279,0.7893,5.3981,4.4879,0.1111,0.2218,0,0,0,9.3765,1.7619,0.5442,0,0,0.1087,1.6518,0,4.4573,0.3321,0,0.67,11.3667,0.2194,0.4328,0.2202,0.2219,3.1439,0,0,4.7653,3.3974,0.3232,0,0.1104,7.3583,0.2212,0.4374,0.2184,0.2177,0.6536,0.6537,0.1098,2.567
Florida 17th,FL-17,FL,Immigration,Health care,Medicare,Medicaid,Mental health,Social security,September 11 attacks,Abortion,United Nations,Minimum wage,0.4742,7.6977,0.8002,0.8387,0,0.9339,0,0.6534,0,0.1544,0.3199,0,0.8177,2.6515,4.6041,0,1.7071,1.9763,2.4578,0.8448,2.0981,0,0,0.1552,0.1597,0,0.1679,2.8173,0,0,0,0.3155,0.6682,1.1052,0,1.9101,3.7145,0,0.7976,0.16,0.1608,0.3149,0,1.2617,0.3205,3.9594,1.599,2.2224,33.064,0.3122,48.2357,3.129,4.6854,0.1548,1.5975,4.0578,0,0,0.1565,0,2.067,0,0,1.3025,0.6225,0,17.3084,19.8678,12.2275,0,0,0.7867,6.2131,0.1589,0.3397,0,0.6207,1.2468,0.3105,0,0,3.9077,4.189,0,0.3297,1.2721,0,0.4926,2.9934,3.7494,0.3176,0,0,0.1551,0,5.305,2.0454,0.1549,0,0,0.1552,1.2582,0.1617,8.3865,0.7905,0,0.4784,11.7097,0.1568,0.1552,0.1574,0,3.2557,0,0.6391,5.262,1.562,0,0,0,7.4188,0.154,1.8859,0,0,1.8659,0.7783,0.157,2.2305
Florida 18th,FL-18,FL,Health care,Medicare,Mental health,Immigration,Social security,Medicaid,Climate change,Pensions,September 11 attacks,United Nations,0.3003,4.693,0.3039,1.6052,0.6134,1.7979,0.3109,0.3003,0,0.2934,1.2405,0,0.9439,3.547,2.1785,0,10.0246,2.2167,2.8131,1.623,1.2363,0,0,0,0,0.3066,0,4.7328,0,0,0,0,0.3184,1.4955,0.9114,4.2161,1.767,0,0.6057,0,2.741,0,0,3.2875,0.6085,5.1097,1.2137,0.9052,37.9387,0,18.7701,0.5976,7.7115,0.5879,1.8175,6.4989,0,0,0,0,1.1783,0,0,4.0039,0.8892,0,15.1087,30.3492,23.4961,0.2992,0.6043,1.7937,5.3036,1.2054,0.9465,0.302,0.589,2.0707,0.2945,0,0,3.8515,2.9361,0,0.3131,0.9038,0,0.3116,8.9986,5.0503,0.3015,0,0,0,0,5.3322,2.9872,0,0,0,0.8848,0.2986,0.3069,7.9956,0.2961,0,0.6054,18.3733,0.5949,1.7696,0.5972,0,4.414,0,0,2.3658,2.0969,0.2923,0,0,7.9115,0,0.2963,0,0,0.292,0.2956,0,4.2366
Florida 19th,FL-19,FL,Health care,Medicare,Immigration,Medicaid,Mental health,Social security,Abortion,Property taxes,Income tax,Climate change,0.17,9.7759,0.6398,1.1732,0,0.9764,0.086,0.7234,0,0.1814,0.807,0.0831,1.2362,4.0353,5.4074,0.0873,7.506,4.8689,1.9055,1.4613,1.1936,0.0809,0.4593,0,0,0,0.1981,1.6483,0.1686,0,1.2027,0.1846,0.7662,1.1671,0.0844,5.3047,1.0549,0,0.3512,0.1869,0.8045,0.7577,0,1.4145,0.3567,3.218,0.4307,0.8074,43.4405,0.3487,19.7695,0.7249,7.5614,0.5175,1.3528,2.6566,0,0,0.1647,0,2.9368,0,0.1619,0.9057,1.7387,0,17.5236,38.6921,14.4339,0.175,0.0832,1.2794,7.3276,0.4365,1.6117,0.1775,1.7554,0.3476,0.4451,0,0,2.2309,3.9135,0.3666,0.2802,1.18,0.4997,0.279,4.8691,6.0793,0.4394,0,0,0,0.3504,8.6802,2.553,0.2536,0,0,0.0915,0.8041,0.4604,5.5567,0.6089,0,0.7177,14.2786,0.1885,0.0817,0.2683,0,3.7294,0,0.1782,3.5454,2.1733,0.1718,0,0,6.4524,0,0.9513,0.0911,0.178,0.2634,0.379,0.496,2.1656
Florida 20th,FL-20,FL,Health care,Immigration,Medicare,Mental health,Medicaid,Abortion,Charter schools,Social security,Global warming,Property taxes,0.1673,14.7413,0.1693,1.2373,0,1.7109,0.3464,0.3347,0,0.3352,0.1727,0,0.1753,3.9695,10.7753,0.1752,5.2516,2.0919,2.2588,0.9041,3.073,0,0.3417,0,0.1691,0,0,1.9736,0.1646,0,1.4131,0.3339,0,0.8342,0.1693,3.8701,0.9832,0,1.0116,0,0.17,0.1664,0,1.9969,0,8.7062,0,1.0024,36.2882,0,27.2556,0.665,2.7983,0.4907,1.1796,6.9139,0,0,0,0,1.9847,0,0.1625,1.0316,0.9895,0,19.75,22.9177,20.0606,0.1663,0,0.665,6.2389,1.0067,0.7171,1.0084,0.4917,0.9878,0.3278,0,0,1.1545,5.8869,0,0.3482,0.6705,0,0.1733,2.6633,3.6342,0,0,0,0,0,7.7359,2.3267,0,0,0,0,0.8373,0,6.89,0.6657,0,1.0084,10.7119,0.1656,0.6558,0.166,0.1673,2.7865,0,0,3.425,2.3147,0.1625,0,0,7.014,0,0.9885,0.3536,0.164,0.1641,0.493,0,1.514
