District,Code,State,FIRST,SECOND,THIRD,FOURTH,FIFTH,SIXTH,SEVENTH,EIGHTH,NINTH,TENTH,2003 Invasion of Iraq,Abortion,Abortion-rights movement,Affirmative action,Agricultural subsidies,Aid,Alternative energy,Anti-abortion movements,Basic income,Body worn video,Campaign finance,Campus sexual assault,Capital gains tax,Capital punishment,Charter schools,Chelsea Manning,Climate change,Common core,Confederate states,Corporate tax,DACA,Dakota Access pipeline,Dream act,Drug policy,Drug testing welfare recipients,Economic stimulus,Edward Snowden,Electoral college,Electoral fraud,Electronic Classroom of Tomorrow,Eminent domain,Equal pay for equal work,Estate tax in the United States,Euthanasia,Executive Order 13769,Federal reserve system,First amendment,Flag desecration,Flags of the confederate states,Free trade,Freedom of religion,Gender identity,Gender workplace diversity,Genetically modified organism,Gerrymandering,Global warming,Government spending,Gun control,Health care,Hydraulic fracturing,Immigration,Immigration to the United States,Income tax,Iraq War,ISIS,Islam,Israel boycott,Joint Comprehensive Plan of Action (Iran Deal),Labor Unions in the United States,Legal history of cannabis in the United States,Legality of cannabis,LGBT adoption rights,LGBT rights,Lobbying,Lockheed Martin F-35,Maternity leave in the United States,Medicaid,Medicare,Mental health,Mexico-United States barrier,Military budget,Military service,Minimum wage,NAFTA,National Debt of the United States,National security,National Security Agency,NATO,Net neutrality,No fly list,North Korea and weapons of mass destruction,Nuclear power,Obamacare,Offshore bank,Offshore drilling,Overtime pay,Paris Agreement,Patriot act,Pensions,Planned Parenthood,Political corruption,Prescription costs,PRISM,Prison overcrowding,Private Prisons,Property taxes,Public transportation,Right to work,Russian interference in the 2016 United States elections,Russian military action in Syria,Safe spaces,Same-sex marriage,Sanctuary cities,September 11 attacks,Sick leave,Single-payer healthcare,Social programs in the United States,Social security,Solitary confinement,Space exploration,Student loans in the United States,Syrian civil war,Tariff,Tax Cuts and Jobs Act of 2017,Term limits in the United States,Terrorism,Torture,TPP,Transgender people in the military,U.S. national anthem protests,United Nations,Vaccine controversies,Voter turnout,Voting age,War in Afghanistan,Welfare,Whistleblower,Women in combat,Women's health
Arkansas 3rd,AR-03,AR,Immigration,Health care,Medicaid,Medicare,Minimum wage,Income tax,Mental health,Abortion,Social security,September 11 attacks,0.21,5.78,0.31,0.46,0.04,0.97,0.13,0.48,0.11,0.19,0.52,0.07,0.32,2.53,0.82,0,0.51,2.77,2.29,0.16,0.37,0,0.12,0,0.02,0.02,0.16,0.81,0.68,0,0.08,0.06,0.06,1.87,0.06,1.63,1.57,0.02,0.49,0.13,0.17,0.12,0,0.92,0.45,0.94,0.26,0.51,10.53,0.26,17.44,1.04,5.89,0.16,1.02,2.97,0,0,0,0,0.88,0,0.08,0.34,0.23,0,10.39,9.11,5.86,0.1,0.1,0.31,6.75,0.29,0.43,0.08,0.61,0.45,0.36,0,0,3.65,1.84,0.02,0.07,0.43,0.38,0.4,1.68,0.87,0.18,0,0.02,0.02,0.1,3.08,0.88,0,0,0,0.02,0.64,0.57,4.16,0.67,0,0.38,5.23,0.07,0.14,0,0,2.68,0,0.74,2.26,1.52,0.12,0,0,1.15,0.08,0.6,0.11,0.04,0.14,0.36,0,0.51
Arkansas 4th,AR-04,AR,Freedom of religion,Health care,Immigration,Common core,Medicaid,Social security,Medicare,Abortion,Nuclear power,Mental health,0.62,5.17,0,0.66,0,0,0,0,0,0,0,0,0.72,3.38,0.72,0,2.81,7.77,0.7,0,0,0,0,0,0,0,0,0,0.7,0,0,0.65,0,0,0,0.66,0,0,0,0,29.85,0,0,0,0,1.33,0,0,17.19,0,11.83,0,3.24,0.68,1.3,3.22,0,0,0,0,0.69,0,0,0.65,0,0,6.5,5.21,4.54,1.37,0,1.31,3.28,0,0,0,0,0,0,0,0,5.11,1.96,0,0,0,0,0,1.97,0,0,0,0,0,0.69,3.98,1.98,0.66,0,0,0,0,0,4.53,0,0,0.68,5.99,0,0,0,0,3.97,0,0,1.31,3.39,0,0,0,1.95,0,0.65,0,0.68,0,0,0,0
Arizona 1st,AZ-01,AZ,Health care,Medicare,Immigration,Mental health,Social security,Minimum wage,Abortion,Medicaid,Property taxes,September 11 attacks,0.16,4.79,0,0,0.16,0.69,0,0.34,0,0.36,0.17,0,0,1.79,0.68,0,1.17,1.09,1.94,0.17,0.34,0,0.34,0,0,0,0,0.33,0.34,0,0,0.16,0,0.7,0,0.5,0.31,0,1.14,0,0.69,0,0,0.93,0.15,0.32,0.35,0.15,18.32,0.48,12.59,0.5,1.73,0.16,1.11,1.87,0,0,0,0,1,0,0,0.33,0.63,0,3.91,14.42,6.95,0.17,0.64,0.48,4.81,0.16,0.47,0,0.49,0.79,0.8,0.17,0,1.41,1.73,0,0,0.5,0.16,0,2.05,1.61,0.16,0,0,0,0.17,3.69,0.33,0.32,0,0,0,0.79,0,3,0.66,0,0,6.76,0,0,0.16,0,1.61,0,0,2.99,0.48,0,0,0,1.11,0,0.16,0,0,0.15,0,0.16,0.34
Arizona 2nd,AZ-02,AZ,Social security,Immigration,September 11 attacks,Health care,Medicare,Immigration to the United States,Sanctuary cities,2003 Invasion of Iraq,Mental health,Minimum wage,8.14,3.22,0.21,0.8,0.01,0.6,0.2,0.16,0.07,0.2,1.02,0.05,0.26,1.53,1.24,0.08,0.8,1.62,1.69,0.06,0.96,0.01,0.26,0.05,0,0,0.16,3.64,0.49,0,0.11,0.04,0.05,0.69,0.07,1.38,0.77,0.07,0.33,0.22,0.09,0.16,0,0.8,0.74,1.08,0.34,0.45,10.8,0.17,20.58,8.67,1.6,0.55,2.53,3.79,0,0.08,0.03,0,0.9,0,0.09,0.49,0.24,0,2,10.62,5.4,0.26,0.11,0.65,4.8,0.48,0.69,0.24,0.49,0.92,0.24,0,0,1.17,2.23,0,0.03,0.33,0.1,0.36,1.76,1.89,0.55,0.1,0.14,0,0.05,3.05,0.61,0.09,0,0,0.05,0.44,8.23,18.06,0.93,0,0.57,20.93,0.04,0.05,0.03,0.39,1,0,0.02,3.7,1.2,0.05,0,0.02,1.25,0.07,0.35,0.07,0.03,0.39,0.17,0.1,0.55
Arizona 3rd,AZ-03,AZ,Health care,Immigration,Medicare,Mental health,Minimum wage,Social security,Abortion,Islam,Medicaid,Terrorism,0.04,4.43,0.23,1.07,0.03,1.04,0.07,0.35,0.07,0.15,0.22,0.03,0.25,2.53,2.05,0.23,2.32,1.57,2.14,0.21,1.65,0.03,0.35,0.07,0,0,0.36,0.76,0.23,0,0.05,0.08,0.12,1.18,0.13,2.35,1.08,0.03,0.4,0.28,0.26,0.32,0,1.57,0.51,1.36,0.59,0.96,15.68,0.32,14.89,0.49,1.77,0.39,1.42,3.92,0.01,0.04,0.04,0.01,1.39,0,0.11,0.48,0.61,0,3.67,11.99,8.88,0.23,0.25,0.58,5.61,0.78,0.83,0.2,0.66,0.59,0.51,0.01,0,1.69,2.31,0.01,0.05,0.65,0.19,0.35,1.94,3.19,0.26,0.04,0.17,0,0.09,3.07,0.97,0.11,0,0,0.09,0.75,0.34,3.21,1.22,0,0.39,5.13,0.08,0.15,0.15,0.27,1.73,0,0.01,3.31,1.06,0.09,0,0,1.9,0.17,0.38,0.05,0.14,0.23,0.43,0.03,0.65
Arizona 4th,AZ-04,AZ,Immigration,Health care,Medicare,Women's health,Minimum wage,Social security,Mental health,Abortion,Property taxes,Tariff,0.17,5.2,0.21,0.31,0.05,0.84,0,0.09,0,0.38,0.21,0,0.91,3.3,1.87,0.14,1.31,2,1.31,0.08,0.71,0,0.09,0.33,0,0,0.26,0.67,0.35,0,0.28,0.13,0.22,0.54,0,1.72,0.93,0.05,0.49,0.29,0.24,0.14,0,1.46,0.49,1.03,0.2,0.73,15.38,0.46,16.45,0.55,2.65,0.59,1.46,2.98,0,0,0.05,0,1.41,0,0.05,0.46,0.94,0,1.59,12.08,5.67,0.23,0.05,0.52,6.07,0.18,1.76,0.05,0.31,1.03,0.09,0,0,2.81,1.95,0.13,0,0.87,0.08,0.3,2.1,0.89,0.38,0,0.13,0.05,0,3.51,0.89,0.46,0,0,0.25,0.35,0.38,3.04,0.63,0,0.46,5.8,0.68,0.26,0.11,0.05,3.3,0,0.08,2.99,1.43,0.17,0,0,2.2,0.3,0.21,0.09,0.05,0.05,0.37,0,6.56
Arizona 5th,AZ-05,AZ,Health care,Medicare,Immigration,Mental health,Minimum wage,Social security,Islam,Abortion,Terrorism,Property taxes,0.12,4.01,0.15,0.92,0.06,0.69,0.17,0.34,0,0.26,0.24,0.03,0.58,1.85,2.35,0.09,0.87,1.73,1.2,0.34,0.94,0.03,0.15,0.19,0.03,0.06,0.18,1.14,0.25,0,0.06,0.23,0.12,1.02,0.09,1.55,0.76,0.03,0.27,0.22,0.34,0.25,0,0.98,0.5,0.86,0.18,0.65,16.99,0.41,11.51,0.4,2.23,0.15,0.89,4.12,0,0,0,0,1.45,0,0,0.5,0.35,0,3.12,13.12,6.25,0.09,0.09,0.26,5.15,0.38,0.9,0.09,0.57,0.58,0.44,0,0,1.55,1.88,0.03,0.09,0.65,0.03,0.37,2.27,2.63,0.17,0,0,0,0.09,3.22,0.48,0.18,0,0,0.03,0.93,0.26,2.77,1.14,0,0.33,4.6,0.07,0.42,0.07,0.09,2.42,0,0.06,3.33,1.14,0.09,0,0,1.66,0.2,0.4,0.15,0.03,0.03,0.23,0.06,0.85
Arizona 6th,AZ-06,AZ,Health care,Immigration,Mental health,Medicare,Minimum wage,Tariff,Abortion,Property taxes,Islam,Social security,0.04,4.14,0.23,1.73,0.02,1.36,0.06,0.5,0.12,0.27,0.34,0.1,0.56,3.28,1.5,0.22,2.88,1.46,1.35,0.27,1.78,0.02,0.13,0.19,0,0,0.27,0.84,0.23,0,0.2,1.19,0.21,0.87,0.22,2.08,0.9,0.06,0.46,0.54,0.15,0.28,0,0.96,0.67,1.54,0.71,0.74,25.36,0.58,11.95,0.26,2.9,0.31,1.34,4.06,0,0.02,0.02,0,1.36,0.06,0.09,1.26,0.47,0,3.1,7.79,8.29,0.08,0.2,0.28,5.62,0.57,0.87,0.39,0.63,0.76,0.94,0.02,0,3.7,2.53,0.02,0.08,1.1,0.16,0.76,1.75,3.65,0.12,0.02,0.02,0.04,0.19,4.06,1.28,0.16,0.02,0.02,0.08,0.83,0.2,2.62,1.39,0,0.31,4.03,0.11,0.37,0.18,0.16,4.22,0,0.06,3.58,0.96,0.24,0,0.02,3.16,0.22,0.6,0.12,0.06,0.13,0.35,0.04,1.18
Arizona 7th,AZ-07,AZ,Health care,Immigration,Medicare,Mental health,Minimum wage,Social security,Abortion,September 11 attacks,Islam,Planned Parenthood,0.04,4.76,0.24,0.48,0.01,0.82,0.17,0.43,0.03,0.25,0.35,0.01,0.38,2.39,2.7,0.07,1.41,2,1.98,0.18,2.56,0.01,0.19,0.06,0.01,0,0.32,1.29,0.2,0,0.26,0.15,0.15,1.83,0.07,1.46,0.88,0.1,0.59,0.13,0.21,0.16,0,2.05,0.78,1.2,0.33,1,15.86,0.41,13.28,0.37,2.07,0.29,1.24,3.07,0.01,0.02,0.02,0,1.14,0.01,0.01,0.45,0.93,0,2.86,9.89,6.63,0.18,0.11,0.43,5.18,0.17,0.63,0.19,0.5,0.66,0.35,0.07,0,1.41,2.24,0.02,0.06,0.55,0.09,0.21,2.11,2.96,0.19,0.03,0.03,0.03,0.06,2.51,0.98,0.1,0.01,0,0.06,0.59,0.31,3.09,1.07,0,0.35,4.94,0.07,0.21,0.17,0.12,1.46,0,0.04,2.75,1.35,0.08,0,0.01,1.53,0.24,0.34,0.18,0.06,0.19,0.28,0.03,0.68
Arizona 8th,AZ-08,AZ,Health care,Medicare,Immigration,Mental health,Social security,Abortion,Minimum wage,Obamacare,Terrorism,Property taxes,0.09,5.03,0.23,0.32,0.05,1.21,0.04,0.18,0,0.15,0.09,0.04,0.44,1.85,2.47,0.09,0.9,1.28,2.14,0.05,1.69,0,0.14,0.1,0,0,0.19,0.88,0.38,0,0.19,0.22,0.09,0.49,0.09,0.92,0.62,0,0.88,0.04,0.15,0.14,0,1.68,0.5,1.33,0.24,0.58,15.17,0.23,11.19,0.42,2.18,0.28,1.2,2.24,0,0,0.04,0,1.09,0,0.05,0.41,0.71,0,2.2,14.25,7.06,0.13,0,0.4,4.96,0.31,0.67,0.09,0.65,0.66,0.36,0,0,1.02,3.32,0,0.05,0.5,0,0.57,2.33,2.13,0.18,0.1,0,0,0,2.66,0.74,0,0,0,0.22,0.4,0.27,2.57,0.81,0,0.36,5.7,0.04,0.15,0.1,0.09,1.39,0,0,2.75,1.2,0.18,0,0,1.3,0.09,0.66,0.09,0.14,0.25,0.22,0.09,0.42
Arizona 9th,AZ-09,AZ,Health care,Immigration,Medicare,Mental health,Minimum wage,Social security,Abortion,Islam,Property taxes,Terrorism,0.06,4.15,0.24,1.06,0.04,0.91,0.1,0.44,0.04,0.25,0.33,0.05,0.53,2.52,1.98,0.16,1.56,1.73,1.59,0.33,1.45,0.03,0.14,0.14,0.01,0.02,0.23,1.03,0.24,0,0.14,0.53,0.16,0.92,0.12,1.67,0.93,0.04,0.42,0.28,0.29,0.23,0,0.91,0.74,1.15,0.4,0.69,19.49,0.42,11.99,0.32,2.46,0.22,1.2,4.08,0,0.01,0.02,0,1.34,0.03,0.04,1.02,0.41,0,2.92,10.99,7.56,0.13,0.13,0.31,5.23,0.41,0.84,0.2,0.55,0.59,0.56,0.01,0,2.33,2.27,0.03,0.08,0.76,0.14,0.46,1.86,2.86,0.17,0.01,0.01,0.01,0.12,3.48,0.91,0.46,0.01,0.01,0.07,0.88,0.27,2.74,1.21,0,0.37,4.84,0.1,0.34,0.12,0.15,2.78,0,0.05,3.22,1.19,0.12,0,0.01,2.63,0.17,0.43,0.17,0.05,0.13,0.32,0.05,0.88
California 1st,CA-01,CA,Mental health,Sick leave,Whistleblower,2003 Invasion of Iraq,Property taxes,Patriot act,Military service,Immigration,Health care,Medicare,9.24,2.03,0,1.02,0.51,0.55,0,0,0,0,0.53,0,0,1.58,0,0,0,1,2.15,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,1.58,0,0,0.53,0,0,0,0,0,0,6.07,0,6.99,0.55,0.5,0,0.5,2.97,0,0,0,0,0.54,0,0,0,0.5,0,0,5.07,13.04,0,0,8.74,3.5,0.51,0.98,0,0,0.99,0,0,0,0,1.01,0,0,0,0,9.07,1.01,2.06,0,0,0,0,0,9.12,0,0,0,0,0,1.01,0,0.49,10.37,0,0.52,3.57,0,0,0.5,0,0.51,0,0,2.99,0.48,0,0,0,1.01,0,0,0,0,0,9.63,0,0.53
California 2nd,CA-02,CA,Health care,Immigration,Medicare,Mental health,Planned Parenthood,Property taxes,Islam,Capital punishment,Genetically modified organism,Minimum wage,0.72,3.76,0.08,1.78,0.01,2.2,0.02,0.17,0.01,0.01,0.86,0.05,1.45,5.01,1.36,0.46,3.56,2.8,1.01,0.55,0.62,0.02,0.31,0,0,0,0.21,0.54,0.17,0,0.06,0.06,0.37,1.51,0.03,1.84,0.67,0.06,0.2,0.12,0.06,0.68,0,4.54,0.9,2.24,0.5,2.5,16.41,0.18,13.75,0.27,3.15,0.92,1.7,5.18,0.02,0.01,0.04,0,1.4,0,0.06,0.93,0.1,0,1.51,8.9,8.6,0.01,0.45,0.49,4.46,0.19,1.16,0.07,0.67,0.45,0.99,0.01,0,3.91,2.32,0.02,0.48,1.35,0.06,0.6,1.87,6.64,0.07,0.01,0,0,0.05,5.26,1.84,0.29,0,0,0.01,1.15,0.59,2.27,1.38,0,0.17,2.98,0.02,0.57,0.02,0.06,1.85,0,0.07,4.3,1.41,0.13,0,0,2.45,0.09,0.34,0.08,0.03,0.93,0.16,0,1.93
